ENSG00000071242	hsa04722
ENSG00000198909	hsa04722
ENSG00000090376	hsa04722
ENSG00000109458	hsa04722
ENSG00000173039	hsa04722
ENSG00000108953	hsa04722
ENSG00000002330	hsa04722
ENSG00000076984	hsa04722
ENSG00000184216	hsa04722
ENSG00000152256	hsa04722
ENSG00000118689	hsa04722
ENSG00000112062	hsa04722
ENSG00000134313	hsa04722
ENSG00000148082	hsa04722
ENSG00000107263	hsa04722
ENSG00000145675	hsa04722
ENSG00000197943	hsa04722
ENSG00000145349	hsa04722
ENSG00000110851	hsa04722
ENSG00000175104	hsa04722
ENSG00000087088	hsa04722
ENSG00000127314	hsa04722
ENSG00000141506	hsa04722
ENSG00000117676	hsa04722
ENSG00000100485	hsa04722
ENSG00000141510	hsa04722
ENSG00000198668	hsa04722
ENSG00000007264	hsa04722
ENSG00000095015	hsa04722
ENSG00000109339	hsa04722
ENSG00000100906	hsa04722
ENSG00000148053	hsa04722
ENSG00000178372	hsa04722
ENSG00000197442	hsa04722
ENSG00000105851	hsa04722
ENSG00000198400	hsa04722
ENSG00000148660	hsa04722
ENSG00000104825	hsa04722
ENSG00000157764	hsa04722
ENSG00000177606	hsa04722
ENSG00000141522	hsa04722
ENSG00000171791	hsa04722
ENSG00000178188	hsa04722
ENSG00000105221	hsa04722
ENSG00000128272	hsa04722
ENSG00000177189	hsa04722
ENSG00000143933	hsa04722
ENSG00000167193	hsa04722
ENSG00000179222	hsa04722
ENSG00000134243	hsa04722
ENSG00000078900	hsa04722
ENSG00000082701	hsa04722
ENSG00000105647	hsa04722
ENSG00000124181	hsa04722
ENSG00000072133	hsa04722
ENSG00000117461	hsa04722
ENSG00000104312	hsa04722
ENSG00000213281	hsa04722
ENSG00000117560	hsa04722
ENSG00000109320	hsa04722
ENSG00000129946	hsa04722
ENSG00000160014	hsa04722
ENSG00000116473	hsa04722
ENSG00000126934	hsa04722
ENSG00000070808	hsa04722
ENSG00000177885	hsa04722
ENSG00000050748	hsa04722
ENSG00000058404	hsa04722
ENSG00000100030	hsa04722
ENSG00000134070	hsa04722
ENSG00000169885	hsa04722
ENSG00000051382	hsa04722
ENSG00000169032	hsa04722
ENSG00000117020	hsa04722
ENSG00000179295	hsa04722
ENSG00000152495	hsa04722
ENSG00000121879	hsa04722
ENSG00000185652	hsa04722
ENSG00000178363	hsa04722
ENSG00000142208	hsa04722
ENSG00000134259	hsa04722
ENSG00000146232	hsa04722
ENSG00000166484	hsa04722
ENSG00000137764	hsa04722
ENSG00000064300	hsa04722
ENSG00000104365	hsa04722
ENSG00000132155	hsa04722
ENSG00000143801	hsa04722
ENSG00000111252	hsa04722
ENSG00000097007	hsa04722
ENSG00000198001	hsa04722
ENSG00000156711	hsa04722
ENSG00000163932	hsa04722
ENSG00000099942	hsa04722
ENSG00000140538	hsa04722
ENSG00000166681	hsa04722
ENSG00000102882	hsa04722
ENSG00000100784	hsa04722
ENSG00000162889	hsa04722
ENSG00000174775	hsa04722
ENSG00000067560	hsa04722
ENSG00000080815	hsa04722
ENSG00000160691	hsa04722
ENSG00000111348	hsa04722
ENSG00000188130	hsa04722
ENSG00000169047	hsa04722
ENSG00000133703	hsa04722
ENSG00000107643	hsa04722
ENSG00000171608	hsa04722
ENSG00000070831	hsa04722
ENSG00000171606	hsa04722
ENSG00000185634	hsa04722
ENSG00000166225	hsa04722
ENSG00000115904	hsa04722
ENSG00000185386	hsa04722
ENSG00000242173	hsa04722
ENSG00000167744	hsa04722
ENSG00000136238	hsa04722
ENSG00000176697	hsa04722
ENSG00000102287	hsa04723
ENSG00000145864	hsa04723
ENSG00000101333	hsa04723
ENSG00000145863	hsa04723
ENSG00000182256	hsa04723
ENSG00000138031	hsa04723
ENSG00000127920	hsa04723
ENSG00000163285	hsa04723
ENSG00000163288	hsa04723
ENSG00000163686	hsa04723
ENSG00000152578	hsa04723
ENSG00000127928	hsa04723
ENSG00000112062	hsa04723
ENSG00000120251	hsa04723
ENSG00000114353	hsa04723
ENSG00000187730	hsa04723
ENSG00000151067	hsa04723
ENSG00000127588	hsa04723
ENSG00000102001	hsa04723
ENSG00000161048	hsa04723
ENSG00000141837	hsa04723
ENSG00000078295	hsa04723
ENSG00000126583	hsa04723
ENSG00000186297	hsa04723
ENSG00000111886	hsa04723
ENSG00000152822	hsa04723
ENSG00000069966	hsa04723
ENSG00000172380	hsa04723
ENSG00000156052	hsa04723
ENSG00000121281	hsa04723
ENSG00000148408	hsa04723
ENSG00000114450	hsa04723
ENSG00000094755	hsa04723
ENSG00000146276	hsa04723
ENSG00000087258	hsa04723
ENSG00000154229	hsa04723
ENSG00000081248	hsa04723
ENSG00000109339	hsa04723
